@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-V-R3,5,12,18,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_bytes numeric
@attribute rerror_rate numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {normal,attack}

@data
OTH,0,0,40,attack
OTH,0,0,33,attack
OTH,0,0,31,attack
OTH,0,0,33,attack
OTH,0,0,40,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,27,attack
OTH,0,0,35,attack
OTH,0,0,15,attack
OTH,0,0,32,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,0,attack
OTH,0,0,37,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,32,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,38,attack
OTH,0,0,34,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,40,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,22,attack
OTH,0,0,42,attack
OTH,0,0,22,attack
OTH,0,0,34,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,7,attack
OTH,0,0,34,attack
OTH,0,0,41,attack
OTH,0,0,33,attack
OTH,0,0,20,attack
OTH,0,0,19,attack
OTH,0,0,25,attack
OTH,0,0,34,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,16,attack
OTH,0,0,34,attack
OTH,0,0,41,attack
OTH,0,0,33,attack
OTH,0,0,37,attack
OTH,0,0,21,attack
OTH,0,0,41,attack
OTH,0,0,33,attack
OTH,0,0,42,attack
OTH,0,0,28,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,40,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,30,attack
OTH,0,0,26,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,11,attack
OTH,0,0,26,attack
OTH,0,0,34,attack
OTH,0,0,31,attack
OTH,0,0,29,attack
OTH,0,0,24,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,23,attack
OTH,0,0,21,attack
OTH,0,0,33,attack
OTH,0,0,34,attack
OTH,0,0,34,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,8,attack
OTH,0,0,33,attack
OTH,0,0,41,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,34,attack
OTH,0,0,33,attack
OTH,0,0,41,attack
OTH,0,0,33,attack
OTH,0,0,34,attack
OTH,0,0,42,attack
OTH,0,0,11,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,13,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,22,attack
OTH,0,0,40,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,10,attack
OTH,0,0,13,attack
OTH,0,0,42,attack
OTH,0,0,42,attack
OTH,0,0,40,attack
OTH,0,0,33,attack
OTH,0,0,43,attack
OTH,0,0,41,attack
OTH,0,0,42,attack
OTH,0,0,33,attack
OTH,0,0,42,attack
OTH,0,0,38,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,29,attack
OTH,0,0,33,attack
OTH,0,0,32,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,37,attack
OTH,0,0,37,attack
OTH,0,0,30,attack
OTH,0,0,28,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,32,attack
OTH,0,0,28,attack
OTH,0,0,42,attack
OTH,0,0,36,attack
OTH,0,0,33,attack
OTH,0,0,34,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,34,attack
OTH,0,0,34,attack
OTH,0,0,33,attack
OTH,0,0,41,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,40,attack
OTH,0,0,33,attack
OTH,0,0,17,attack
OTH,0,0,24,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,38,attack
OTH,0,0,42,attack
OTH,0,0,14,attack
OTH,0,0,40,attack
OTH,0,0,37,attack
OTH,0,0,31,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,24,attack
OTH,0,0,21,attack
OTH,0,0,33,attack
OTH,0,0,34,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,23,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,25,attack
OTH,0,0,42,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,41,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,36,attack
OTH,0,0,33,attack
OTH,0,0,34,attack
OTH,0,0,34,attack
OTH,0,0,33,attack
OTH,0,0,11,attack
OTH,0,0,33,attack
OTH,0,0,25,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,34,attack
OTH,0,0,42,attack
OTH,0,0,33,attack
OTH,0,0,42,attack
OTH,0,0,24,attack
OTH,0,0,33,attack
OTH,0,0,30,attack
OTH,0,0,33,attack
OTH,0,0,22,attack
OTH,0,0,24,attack
OTH,0,0,33,attack
OTH,0,0,24,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,42,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,38,attack
OTH,0,0,34,attack
OTH,0,0,33,attack
OTH,0,0,34,attack
OTH,0,0,40,attack
OTH,0,0,38,attack
OTH,0,0,41,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,38,attack
OTH,0,0,23,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,19,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,40,attack
OTH,0,0,42,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,39,attack
OTH,0,0,41,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
S3,755,0,100,attack
OTH,0,0,31,attack
OTH,0,0,37,attack
OTH,0,0,27,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
S3,755,0,13,attack
S1,140,0,100,attack
S3,821,0,100,attack
OTH,0,0,33,attack
S1,140,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,821,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,5,attack
S3,755,0,83,attack
OTH,0,0,33,attack
OTH,0,0,100,attack
OTH,0,0,23,attack
S3,755,0,100,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,90,attack
S3,755,0,79,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,821,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,94,attack
S3,755,0,100,attack
S3,755,0,98,attack
OTH,0,0,33,attack
S3,755,0,100,attack
OTH,0,0,29,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,25,attack
S3,755,0,100,attack
OTH,0,0,98,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,34,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,42,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,88,attack
S3,755,0,100,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S1,140,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,98,attack
S3,755,0,100,attack
S3,755,0,100,attack
S1,140,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
OTH,0,0,31,attack
OTH,0,0,33,attack
S3,755,0,20,attack
S3,755,0,98,attack
OTH,0,0,98,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,21,attack
S3,821,0,100,attack
OTH,0,0,98,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
S3,755,0,75,attack
OTH,0,0,98,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,29,attack
S3,755,0,100,attack
OTH,0,0,33,attack
RSTO,755,0,100,attack
S3,755,0,99,attack
S3,755,0,52,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
S3,755,0,98,attack
OTH,0,0,58,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
S3,755,0,3,attack
S3,755,0,73,attack
RSTO,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,71,attack
S3,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,42,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,100,attack
S3,755,0,100,attack
S3,821,0,100,attack
S3,755,0,100,attack
S3,755,0,99,attack
S3,755,0,100,attack
OTH,0,0,99,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,65,attack
S3,755,0,75,attack
OTH,0,0,16,attack
S3,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,70,attack
OTH,0,0,33,attack
S3,755,0,45,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,15,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,99,attack
S3,755,0,100,attack
OTH,0,0,65,attack
S3,755,0,100,attack
OTH,0,0,4,attack
S1,140,0,100,attack
OTH,0,0,9,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,94,attack
OTH,0,0,32,attack
S3,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
OTH,0,0,89,attack
S3,755,0,64,attack
OTH,0,0,27,attack
OTH,0,0,31,attack
S3,755,0,100,attack
S3,755,0,97,attack
S3,755,0,99,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,53,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
S1,140,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,42,attack
S3,755,0,99,attack
S3,755,0,93,attack
S3,821,0,100,attack
OTH,0,0,32,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,88,attack
S3,755,0,44,attack
OTH,0,0,28,attack
OTH,0,0,96,attack
OTH,0,0,33,attack
OTH,0,0,94,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,19,attack
OTH,0,0,24,attack
OTH,0,0,33,attack
OTH,0,0,22,attack
OTH,0,0,34,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,38,attack
OTH,0,0,33,attack
S3,755,0,72,attack
S3,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,81,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,31,attack
RSTO,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,98,attack
OTH,0,0,100,attack
S3,755,0,98,attack
RSTO,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,34,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
S3,755,0,98,attack
S1,140,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,71,attack
S3,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
OTH,0,0,28,attack
S3,755,0,100,attack
OTH,0,0,28,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,98,attack
S3,755,0,31,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,98,attack
RSTO,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,41,attack
RSTO,755,0,100,attack
S3,755,0,92,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
S1,140,0,100,attack
OTH,0,0,31,attack
OTH,0,0,41,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,30,attack
OTH,0,0,4,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,96,attack
OTH,0,0,72,attack
OTH,0,0,41,attack
OTH,0,0,59,attack
S1,140,0,100,attack
S3,755,0,100,attack
S1,140,0,100,attack
OTH,0,0,0,attack
S3,755,0,100,attack
OTH,0,0,34,attack
S3,755,0,100,attack
OTH,0,0,10,attack
S1,140,0,100,attack
RSTO,755,0,100,attack
S3,821,0,100,attack
S3,755,0,100,attack
S3,755,0,64,attack
OTH,0,0,32,attack
OTH,0,0,34,attack
S1,140,0,100,attack
OTH,0,0,31,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,98,attack
OTH,0,0,33,attack
OTH,0,0,100,attack
S3,755,0,100,attack
S3,755,0,14,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,17,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,821,0,100,attack
OTH,0,0,100,attack
S3,755,0,54,attack
S3,755,0,100,attack
OTH,0,0,98,attack
OTH,0,0,33,attack
S3,755,0,100,attack
OTH,0,0,100,attack
S3,755,0,100,attack
OTH,0,0,34,attack
S3,755,0,61,attack
S3,755,0,99,attack
OTH,0,0,34,attack
S3,755,0,100,attack
OTH,0,0,71,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
S3,755,0,100,attack
OTH,0,0,32,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,99,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,98,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,99,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,94,attack
OTH,0,0,25,attack
OTH,0,0,30,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,99,attack
OTH,0,0,21,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,14,attack
OTH,0,0,34,attack
S3,755,0,99,attack
S3,755,0,89,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,57,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,29,attack
OTH,0,0,30,attack
OTH,0,0,32,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,94,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
S1,140,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,32,attack
OTH,0,0,33,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,16,attack
RSTO,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,21,attack
S3,755,0,100,attack
S3,755,0,71,attack
S3,755,0,100,attack
OTH,0,0,98,attack
S3,755,0,98,attack
OTH,0,0,33,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,35,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,83,attack
OTH,0,0,20,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,755,0,80,attack
S3,1370,0,100,attack
OTH,0,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,31,attack
S3,755,0,99,attack
RSTO,755,0,100,attack
OTH,0,0,33,attack
S3,755,0,100,attack
S3,821,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,100,attack
S3,755,0,76,attack
OTH,0,0,20,attack
S3,755,0,100,attack
S3,755,0,99,attack
OTH,0,0,13,attack
OTH,0,0,38,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
OTH,0,0,36,attack
S3,755,0,100,attack
S3,755,0,52,attack
S3,755,0,100,attack
RSTO,755,0,100,attack
S3,755,0,45,attack
OTH,0,0,100,attack
S3,755,0,67,attack
OTH,0,0,33,attack
OTH,0,0,33,attack
S3,755,0,54,attack
S1,140,0,100,attack
S3,755,0,76,attack
RSTO,755,0,100,attack
OTH,0,0,11,attack
S3,755,0,100,attack
S3,755,0,100,attack
OTH,0,0,70,attack
OTH,0,0,65,attack
OTH,0,0,78,attack
OTH,0,0,66,attack
OTH,0,0,71,attack
OTH,0,0,72,attack
OTH,0,0,68,attack
OTH,0,0,72,attack
OTH,0,0,72,attack
S3,755,0,100,attack
OTH,0,0,71,attack
OTH,0,0,72,attack
OTH,0,0,70,attack
OTH,0,0,72,attack
OTH,0,0,67,attack
OTH,0,0,68,attack
OTH,0,0,67,attack
OTH,0,0,74,attack
OTH,0,0,70,attack
S3,755,0,98,attack
OTH,0,0,67,attack
OTH,0,0,70,attack
OTH,0,0,75,attack
OTH,0,0,73,attack
OTH,0,0,67,attack
OTH,0,0,71,attack
OTH,0,0,72,attack
OTH,0,0,35,attack
OTH,0,0,67,attack
OTH,0,0,70,attack
OTH,0,0,73,attack
OTH,0,0,69,attack
OTH,0,0,66,attack
OTH,0,0,69,attack
OTH,0,0,63,attack
OTH,0,0,63,attack
OTH,0,0,68,attack
OTH,0,0,70,attack
OTH,0,0,68,attack
OTH,0,0,73,attack
OTH,0,0,72,attack
S3,755,0,100,attack
OTH,0,0,70,attack
OTH,0,0,68,attack
OTH,0,0,99,attack
OTH,0,0,72,attack
OTH,0,0,27,attack
OTH,0,0,75,attack
OTH,0,0,66,attack
OTH,0,0,65,attack
OTH,0,0,69,attack
OTH,0,0,65,attack
OTH,0,0,72,attack
OTH,0,0,70,attack
OTH,0,0,70,attack
OTH,0,0,64,attack
S3,755,0,100,attack
OTH,0,0,71,attack
OTH,0,0,73,attack
OTH,0,0,67,attack
OTH,0,0,73,attack
OTH,0,0,67,attack
OTH,0,0,74,attack
OTH,0,0,66,attack
OTH,0,0,66,attack
OTH,0,0,69,attack
OTH,0,0,71,attack
OTH,0,0,67,attack
OTH,0,0,76,attack
OTH,0,0,71,attack
OTH,0,0,71,attack
S3,755,0,75,attack
OTH,0,0,70,attack
OTH,0,0,33,attack
OTH,0,0,68,attack
OTH,0,0,74,attack
S3,755,0,100,attack
OTH,0,0,66,attack
OTH,0,0,72,attack
OTH,0,0,70,attack
S3,755,0,100,attack
OTH,0,0,69,attack
OTH,0,0,71,attack
OTH,0,0,72,attack
OTH,0,0,64,attack
OTH,0,0,69,attack
OTH,0,0,65,attack
OTH,0,0,76,attack
OTH,0,0,74,attack
OTH,0,0,71,attack
OTH,0,0,64,attack
OTH,0,0,66,attack
OTH,0,0,74,attack
OTH,0,0,72,attack
OTH,0,0,69,attack
OTH,0,0,74,attack
OTH,0,0,74,attack
OTH,0,0,65,attack
OTH,0,0,68,attack
OTH,0,0,73,attack
OTH,0,0,68,attack
OTH,0,0,75,attack
OTH,0,0,65,attack
OTH,0,0,71,attack
OTH,0,0,66,attack
OTH,0,0,67,attack
OTH,0,0,70,attack
OTH,0,0,69,attack
OTH,0,0,65,attack
S3,755,0,100,attack
OTH,0,0,66,attack
OTH,0,0,71,attack
OTH,0,0,79,attack
OTH,0,0,72,attack
OTH,0,0,72,attack
OTH,0,0,70,attack
OTH,0,0,71,attack
OTH,0,0,71,attack
OTH,0,0,70,attack
OTH,0,0,70,attack
OTH,0,0,57,attack
OTH,0,0,71,attack
S3,755,0,100,attack
OTH,0,0,71,attack
OTH,0,0,64,attack
S3,755,0,100,attack
OTH,0,0,73,attack
OTH,0,0,69,attack
OTH,0,0,69,attack
OTH,0,0,65,attack
OTH,0,0,56,attack
OTH,0,0,68,attack
OTH,0,0,70,attack
OTH,0,0,68,attack
OTH,0,0,71,attack
OTH,0,0,75,attack
OTH,0,0,67,attack
OTH,0,0,75,attack
OTH,0,0,73,attack
OTH,0,0,69,attack
OTH,0,0,70,attack
OTH,0,0,67,attack
OTH,0,0,70,attack
OTH,0,0,78,attack
OTH,0,0,71,attack
OTH,0,0,73,attack
S3,755,0,25,attack
OTH,0,0,75,attack
OTH,0,0,65,attack
OTH,0,0,68,attack
OTH,0,0,74,attack
OTH,0,0,67,attack
OTH,0,0,67,attack
OTH,0,0,56,attack
OTH,0,0,71,attack
OTH,0,0,69,attack
OTH,0,0,67,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,67,attack
OTH,0,0,68,attack
OTH,0,0,68,attack
OTH,0,0,69,attack
OTH,0,0,33,attack
OTH,0,0,73,attack
OTH,0,0,71,attack
S3,755,0,51,attack
OTH,0,0,75,attack
OTH,0,0,72,attack
OTH,0,0,64,attack
OTH,0,0,65,attack
OTH,0,0,74,attack
OTH,0,0,69,attack
OTH,0,0,65,attack
OTH,0,0,73,attack
OTH,0,0,67,attack
OTH,0,0,64,attack
S3,755,0,100,attack
OTH,0,0,33,attack
OTH,0,0,68,attack
OTH,0,0,68,attack
S3,755,0,75,attack
OTH,0,0,71,attack
OTH,0,0,68,attack
OTH,0,0,74,attack
OTH,0,0,72,attack
OTH,0,0,100,attack
OTH,0,0,64,attack
OTH,0,0,71,attack
OTH,0,0,65,attack
OTH,0,0,69,attack
OTH,0,0,73,attack
OTH,0,0,75,attack
OTH,0,0,70,attack
S3,755,0,100,attack
OTH,0,0,68,attack
OTH,0,0,63,attack
OTH,0,0,68,attack
OTH,0,0,79,attack
OTH,0,0,72,attack
OTH,0,0,75,attack
OTH,0,0,68,attack
OTH,0,0,75,attack
OTH,0,0,65,attack
OTH,0,0,63,attack
OTH,0,0,71,attack
OTH,0,0,69,attack
OTH,0,0,66,attack
OTH,0,0,70,attack
S3,755,0,100,attack
OTH,0,0,68,attack
S3,755,0,100,attack
OTH,0,0,73,attack
OTH,0,0,66,attack
OTH,0,0,73,attack
OTH,0,0,75,attack
OTH,0,0,69,attack
OTH,0,0,69,attack
OTH,0,0,72,attack
OTH,0,0,71,attack
OTH,0,0,71,attack
OTH,0,0,73,attack
OTH,0,0,69,attack
OTH,0,0,67,attack
OTH,0,0,70,attack
OTH,0,0,68,attack
OTH,0,0,68,attack
OTH,0,0,68,attack
OTH,0,0,73,attack
OTH,0,0,70,attack
OTH,0,0,69,attack
S3,755,0,100,attack
OTH,0,0,74,attack
OTH,0,0,67,attack
OTH,0,0,70,attack
OTH,0,0,69,attack
OTH,0,0,73,attack
OTH,0,0,66,attack
OTH,0,0,67,attack
OTH,0,0,64,attack
OTH,0,0,72,attack
OTH,0,0,71,attack
OTH,0,0,69,attack
OTH,0,0,72,attack
OTH,0,0,69,attack
OTH,0,0,68,attack
OTH,0,0,73,attack
OTH,0,0,67,attack
OTH,0,0,69,attack
OTH,0,0,66,attack
RSTO,755,0,100,attack
OTH,0,0,66,attack
OTH,0,0,65,attack
OTH,0,0,78,attack
OTH,0,0,66,attack
OTH,0,0,76,attack
OTH,0,0,72,attack
OTH,0,0,69,attack
OTH,0,0,73,attack
S3,755,0,98,attack
OTH,0,0,72,attack
OTH,0,0,71,attack
OTH,0,0,69,attack
OTH,0,0,74,attack
OTH,0,0,64,attack
OTH,0,0,76,attack
OTH,0,0,76,attack
OTH,0,0,69,attack
OTH,0,0,44,attack
OTH,0,0,70,attack
OTH,0,0,70,attack
OTH,0,0,67,attack
OTH,0,0,71,attack
OTH,0,0,72,attack
OTH,0,0,70,attack
OTH,0,0,65,attack
OTH,0,0,66,attack
S3,755,0,100,attack
OTH,0,0,70,attack
OTH,0,0,25,attack
OTH,0,0,79,attack
OTH,0,0,67,attack
OTH,0,0,63,attack
OTH,0,0,33,attack
OTH,0,0,70,attack
OTH,0,0,65,attack
OTH,0,0,68,attack
OTH,0,0,68,attack
OTH,0,0,71,attack
OTH,0,0,69,attack
OTH,0,0,72,attack
OTH,0,0,68,attack
OTH,0,0,65,attack
OTH,0,0,75,attack
RSTO,755,0,100,attack
OTH,0,0,70,attack
OTH,0,0,69,attack
OTH,0,0,75,attack
OTH,0,0,73,attack
OTH,0,0,68,attack
OTH,0,0,68,attack
OTH,0,0,70,attack
OTH,0,0,53,attack
S3,755,0,100,attack
OTH,0,0,65,attack
OTH,0,0,69,attack
OTH,0,0,63,attack
OTH,0,0,66,attack
OTH,0,0,67,attack
OTH,0,0,74,attack
OTH,0,0,77,attack
